05-12-2018 04:20:26 - ===============================Started Adding License Comments, Project - C:\GitHubRepository\Ginger\Ginger===============================
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\XML\ActXMLProcessingEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\XML\ActXMLValidateTagsEditPage .xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActBatteryEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActDeviceButtonEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActDeviceEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActMediaEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActPhoneEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\UCActionDetails.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Agents\AddAgentWizardLib\AddAgentDetailsPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Agents\AddAgentWizardLib\AddAgentDriverConfigPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Agents\AddAgentWizardLib\AddAgentWizard.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\QC\QCTestLabExplorerPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\QC\QCTestPlanExplorerPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\QC\UploadBusinessFlowsPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\Rally\RallyImportReviewPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\Rally\RallyPlansExplorerPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\Repository\ALMRepository.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\Repository\QCRepository.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\Repository\QCRestAPIRepository.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\Repository\RallyRepository.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\Repository\RQMRepository.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\RQM\RQMImportPlanByIdPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\RQM\RQMImportReviewPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\RQM\RQMPlansExplorerPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\APIModels\APIModelBodyNodeSyncPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\APIModels\APIModelPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\APIModels\APIModelsPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\APIModels\NodeToDelete.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\APIModels\OutputTemplatePage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\ModelOptionalValue\AddModelOptionalValuesWizard.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\ModelOptionalValue\AddOptionalValuesModelSelectParamPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\ModelOptionalValue\AddOptionalValuesModelSelectTypePage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\ModelOptionalValue\ImportOptionalValuesForParameters.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\ModelOptionalValue\ParameterValues.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\ModelParams Pages\ModelExpectedValueParamSelectionPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\ModelParams Pages\ModelOptionalValuesPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\ModelParams Pages\ModelParamsPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\ModelParams Pages\ModelsGlobalParamsPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\OldPOMsLib\POMSimulatorPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\OldPOMsLib\POMsManagerPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\POMModels\PomAllElementsPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\POMModels\POMEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\POMModels\PomElementsPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\POMModels\POMModelsPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationsModels\ModelsUsages\ModelItemUsage.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationsModels\ModelsUsages\ModelItemUsagePage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\DataSource\ImportExcelWizardLib\ImportDataSourceBrowseFile.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\DataSource\ImportExcelWizardLib\ImportDataSourceDisplayData.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\DataSource\ImportExcelWizardLib\ImportDataSourceFinishPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\DataSource\ImportExcelWizardLib\ImportDataSourceFromExcelWizard.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\DataSource\ImportExcelWizardLib\ImportDataSourceSheetSelection.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Drivers\AndroidDeviceADBLib\AndroidADBDriverEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Drivers\AndroidDeviceADBLib\AndroidDeviceSelectPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Drivers\Common\DeviceEditorPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Environments\AddEnvironmentWizardLib\AddEnvironmentWizard.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Environments\AddEnvironmentWizardLib\AddNewEnvAppsPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Environments\AddEnvironmentWizardLib\AddNewEnvDetailsWizardPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Environments\AddEnvironmentWizardLib\AddNewEnvIntroPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Environments\AddEnvironmentWizardLib\AddNewEnvironmentSavePage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Exports\ExportToJava\BFToJava.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralWindows\Run Set Pages\HighlightBorder.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralWindows\Run Set Pages\IconConverter.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralWindows\Run Set Pages\NewRunSetPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralWindows\Run Set Pages\RunnerItemPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralWindows\Run Set Pages\RunnerPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralWindows\Run Set Pages\RunsetOperationsPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\GeneralWindows\Run Set Pages\StatusItem.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Help\TreeViewItems\HelpDocumentsFolderTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Help\TreeViewItems\MHTHelpFileTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Help\TreeViewItems\VideoHelpFileTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Imports\CDL\ImportCDL.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Imports\CDL\ImportCDLPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Imports\CDL\ImportCDLWizard.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Imports\CDL\ImportCDLWizardProcessPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Imports\QTP\QTPImportPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Imports\UFT\BusFunction.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Imports\UFT\BusFunctionHandler.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Imports\UFT\CommonFunctionConvertor.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Imports\UFT\CommonFunctionMapping.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Imports\UFT\ConvertedCodeLine.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Imports\UFT\UFTImportPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Imports\UFT\UFT_ExcelProcessing.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\PluginsLibNew\AddPluginWizardLib\AddPluginPackageToSolutionPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\PluginsLibNew\AddPluginWizardLib\AddPluginPackageWizard.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\PluginsLibNew\AddPluginWizardLib\PluginPackageInfoPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\PluginsLibNew\AddPluginWizardLib\SelectPluginPackageFolderPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\PluginsLibNew\AddPluginWizardLib\SelectPluginPackageTypePage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\Designer\HTMLReportTemplateDesignerPage .xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\Designer\ReportTemplateDesignerPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\GingerExecutionReport\GingerExecutionReport.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\HTMLReports\HTMLDetailedReport.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\HTMLReports\HTMLPlainReport.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\HTMLReports\HTMLReportBase.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\HTMLReports\HTMLSummaryReport.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\SpecialReports\TestNGResultReport.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Reports\SpecialReports\XMLReportBase.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\AddItemToRepositoryWizard\ActionValidation.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\AddItemToRepositoryWizard\ActivitiesGroupValidation.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\AddItemToRepositoryWizard\ActivityValidation.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\AddItemToRepositoryWizard\ItemValidationBase.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\AddItemToRepositoryWizard\UploadItemsSelectionPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\AddItemToRepositoryWizard\UploadItemsValidationPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\AddItemToRepositoryWizard\UploadItemToRepositoryWizard.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\AddItemToRepositoryWizard\UploadSelectionItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\AddItemToRepositoryWizard\UploadStatusPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Repository\AddItemToRepositoryWizard\VariableValidation.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\EmailAttachment.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\EmailHtmlReportAttachment.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\ExportResultsToALMConfigPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionAutomatedALMDefects.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionAutomatedALMDefectsEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionBase.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionGenerateTestNGReport.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionGenerateTestNGReportEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionHTMLReport.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionHTMLReportEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionHTMLReportSendEmail.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionHTMLReportSendEmailEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionPublishToQC.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionSaveResults.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionSaveResultsEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionScript.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionScriptEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionSendEmail.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionSendEmailEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionSendFreeEmail.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionSendFreeEmailEditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionSendSMS.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Run\RunSetActions\RunSetActionSendSMSditPage.xaml.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\AgentsFolderTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\AgentTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\BusinessFlowsFolderTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\BusinessFlowTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\DataSourceFolderTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\DataSourceTableTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\DataSourceTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\DocumentsFolderTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\DocumentTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\HTMLGingerReportsTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\HTMLGingerReportTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\NewTreeViewItemBase.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\PluginPackageTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\PlugInsFolderTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\RunSetFolderTreeItem.cs
05-12-2018 04:20:28 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\RunSetTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\SharedActionsFolderTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\SharedActionTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\SharedActivitiesFolderTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\SharedActivitiesGroupsFolderTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\SharedActivitiesGroupTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\SharedActivityTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\SharedVariablesFolderTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\SharedVariableTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\SolutionWindows\TreeViewItems\TreeViewItemBase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\TestLib\WizardLib\MyWizard.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\TestLib\WizardLib\MyWizardDetailsPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\TestLib\WizardLib\MyWizardItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\TestLib\WizardLib\MyWizardPropertiesPage.xaml.cs
